Code,Prefecture,Municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2107,C210703,C210708,C210709,C210710,C210711,C210712,C210713,C210716,C210717,C210718,C210719,C210720,C210721,C210722,C210723,C210724,C210725,C2110,C2111,C2112,C2207,C220703,C220708,C220709,C220710,C220711,C220712,C220713,C220716,C220717,C220718,C220719,C220720,C220721,C220722,C220723,C220724,C220725,C2210,C2211,C2212,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E4101,E4501,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R01234,ñkäCìπ,ñkçLìáés,59064,28273,30791,58912,28205,30707,7213,3688,3525,34586,16908,17678,17103,7572,9531,7573,3098,4475,139,317,567,2343,2326,23551,23458,56696,16499,5512,6786,4103,2467,177,114,11905,7400,2026,14,205,128,4,13,147,567,15,93,69,162,145,76,217,12,141,16,14,335,1677,25922,178,1530,2837,68,87,4086,6122,173,459,263,1120,1751,1371,3862,157,1309,543,178,4373,21371,90.7,4.4,23630412,7588950,23257251,8563643,2994411,2909049,17845,7,789,9,204,3105,8,181,2071,3,2959,2,5,59412,1539,425,132,16,5,34,33,63,48,87,10,762
R01235,ñkäCìπ,êŒéÎés,57436,27548,29888,57232,27474,29758,7415,3759,3656,32732,16156,16576,17229,7588,9641,7473,2903,4570,203,298,594,1825,1848,22632,22562,55975,15543,5142,6761,3879,2498,150,117,72242,21533,2300,17,336,215,4,11,178,503,27,54,60,213,180,83,203,24,159,25,22,554,1724,27990,245,2314,4715,86,154,4794,6017,144,476,333,1052,1467,1200,2893,302,1127,604,297,7044,20649,91.8,7.8,30708522,7931219,30068467,9204857,5535807,3657153,2808,2,160,13,248,3339,8,157,1676,2,1897,3,4,59141,3853,303,182,9,5,29,24,57,33,76,9,795
R01236,ñkäCìπ,ñkìlés,46390,21641,24749,46299,21614,24685,6353,3224,3129,27723,13376,14347,12297,5031,7266,5995,2156,3839,90,298,560,1618,1829,18508,18432,44897,11907,4784,4450,2430,2160,172,114,39744,9835,1835,16,245,110,3,3,76,506,18,55,46,173,185,70,156,19,133,16,16,360,1459,17754,153,1899,2801,19,4,1620,3936,131,248,264,1055,774,732,2369,241,1024,397,153,4787,12814,87.3,6.7,21400616,4978893,20878880,8482119,2757436,2375098,8205,4,443,11,187,2656,5,107,1441,3,949,1,2,47369,3734,382,138,7,0,26,18,26,19,38,9,814
R01303,ñkäCìπ,ìñï í¨,17278,8314,8964,17237,8302,8935,1547,802,745,10453,5231,5222,5210,2243,2967,2558,1005,1553,35,53,197,574,784,7327,7314,16851,4325,2340,1907,1090,814,38,24,42286,15932,659,51,62,24,2,2,13,134,8,58,18,78,61,26,54,7,50,10,51,87,521,6039,338,437,670,29,4,162,908,50,125,80,496,302,679,1002,142,211,390,338,1121,4580,89.7,14.7,10975923,1957787,10707866,2260806,1097013,761193,0,0,0,2,48,650,2,42,430,1,473,1,0,17014,1875,114,64,1,1,14,9,23,134,68,2,178
R01304,ñkäCìπ,êVé¬í√ë∫,3329,1604,1725,3328,1604,1724,357,182,175,1872,980,892,1100,442,658,627,224,403,1,24,49,77,120,1070,1057,2888,588,248,305,183,113,14,8,7804,7589,120,24,7,5,0,0,4,18,3,0,1,11,9,3,18,2,9,6,24,12,84,1305,178,152,26,0,0,24,120,6,0,4,54,54,181,299,99,28,80,178,178,949,76.2,8.3,3708171,284726,3622472,612405,349896,397297,0,0,0,1,15,139,1,15,82,0,0,0,0,3293,153,16,5,0,0,3,1,2,1,0,0,0
R01331,ñkäCìπ,èºëOí¨,7337,3283,4054,7306,3280,4026,542,280,262,3421,1644,1777,3372,1357,2015,1797,676,1121,31,26,153,231,346,3571,3561,7107,1862,1364,1154,753,821,30,8,29325,2363,415,4,46,28,1,0,4,130,5,12,5,40,49,12,24,12,28,15,4,74,337,2756,46,236,714,6,0,60,502,39,18,17,155,103,113,369,77,107,194,46,950,1760,83.6,9.4,6079165,549785,5676230,1193818,464432,879784,0,0,0,3,32,227,1,21,142,1,112,1,1,8060,6668,119,27,0,1,4,4,8,4,9,2,50
R01332,ñkäCìπ,ïüìáí¨,4422,2047,2375,4392,2042,2350,331,150,181,2238,1127,1111,1853,770,1083,994,379,615,30,15,109,84,171,2039,2036,4350,1134,677,657,385,386,12,5,18728,1641,290,3,30,27,2,2,6,70,4,13,3,29,29,12,14,7,27,9,6,57,227,1834,64,281,421,21,4,28,266,13,20,5,88,65,79,165,47,144,108,79,702,1053,83.2,9,4198900,389150,4100930,1034772,229351,512784,0,1,8,2,25,124,1,14,87,1,61,0,0,4561,3584,63,23,0,0,3,2,2,2,0,1,25
R01333,ñkäCìπ,ímì‡í¨,4653,2306,2347,4649,2305,2344,508,262,246,2553,1376,1177,1592,668,924,824,310,514,4,19,61,132,193,2003,1998,4542,1081,664,555,330,266,17,8,19675,3113,213,4,30,19,2,1,2,35,2,6,5,30,20,14,9,6,16,7,8,50,155,1702,46,306,393,100,5,28,178,18,13,20,104,43,90,89,41,98,75,83,717,902,80.5,14.1,4520078,658549,4502780,580638,299706,765776,46336,1,33,3,25,213,1,15,105,1,180,2,0,4640,1525,30,16,0,0,5,2,1,2,1,2,35
R01334,ñkäCìπ,ñÿå√ì‡í¨,4547,2150,2397,4527,2149,2378,307,147,160,2236,1192,1044,2004,811,1193,1117,425,692,20,12,91,148,187,2140,2135,4394,1100,829,659,386,449,16,2,22187,2221,283,5,36,14,2,1,8,68,4,10,7,34,33,5,19,5,26,6,5,50,228,1808,26,260,109,8,2,197,369,24,17,11,127,68,54,342,23,58,113,26,369,1413,89.2,6.4,5969980,430669,5733449,820672,1629103,407151,0,0,0,1,13,128,1,11,66,0,0,1,0,4572,2763,63,25,1,1,4,2,9,3,5,2,75
R01337,ñkäCìπ,éµî—í¨,28120,12820,15300,28087,12809,15278,3384,1711,1673,15672,7373,8299,9058,3733,5325,4637,1681,2956,32,167,356,1144,1006,11141,11090,26774,7194,2787,3094,1761,1543,94,61,21675,8211,937,11,126,62,6,4,34,185,12,22,21,113,84,42,106,10,86,13,11,188,738,8345,91,796,1021,88,20,620,1199,36,122,72,967,408,472,1694,112,369,258,91,1817,6437,89.5,8.3,12266290,2592973,12019787,3416119,1949403,2109828,0,2,284,8,112,1395,4,77,748,1,348,3,0,28610,7862,143,81,2,2,19,10,38,11,26,6,454
R01343,ñkäCìπ,é≠ïîí¨,4226,2053,2173,4161,2052,2109,423,214,209,2285,1145,1140,1518,694,824,634,287,347,65,20,61,124,139,1660,1653,3982,926,488,498,339,224,13,1,11063,2133,166,2,23,19,2,0,4,44,1,0,0,19,21,6,7,3,10,5,2,42,122,1279,14,145,321,12,0,34,190,6,0,0,99,91,58,156,29,38,86,14,466,799,92.3,4.5,3185875,443418,3017042,611755,202834,300600,0,1,87,1,17,182,1,16,87,0,0,1,0,4142,3576,41,11,0,0,2,1,2,1,4,0,0
R01345,ñkäCìπ,êXí¨,15946,7324,8622,15757,7316,8441,1795,928,867,8625,4157,4468,5526,2239,3287,2788,1029,1759,189,84,268,374,541,6628,6612,15462,3619,2112,1813,979,1067,67,24,36879,9003,936,21,95,111,4,1,32,215,14,31,21,108,93,31,63,14,66,12,23,208,705,6887,166,627,1731,12,1,348,1095,151,48,69,484,319,274,826,114,342,264,173,2367,4347,91.7,15.7,9693671,1662351,9597947,2542858,774807,899233,0,2,116,9,82,743,2,42,430,1,264,2,1,16688,9319,182,83,0,2,9,6,15,5,17,5,132
R01346,ñkäCìπ,î™â_í¨,17252,8401,8851,17162,8382,8780,1967,1011,956,9895,5105,4790,5369,2273,3096,2789,1059,1730,87,90,254,697,823,7523,7495,16423,4005,2770,1794,1036,1113,76,24,95608,17811,985,29,110,62,6,2,22,228,12,44,29,138,90,30,55,16,84,25,32,172,781,7475,396,748,820,66,2,267,1139,117,114,149,557,239,369,1335,170,418,540,425,1568,5482,84.6,9.6,13683267,1876667,13356613,3046079,1384068,1112331,99456,2,120,11,98,780,5,74,397,1,324,1,1,17560,4268,189,100,2,3,6,7,31,10,29,5,273
R01347,ñkäCìπ,í∑ñúïîí¨,5926,2869,3057,5858,2854,3004,507,241,266,3229,1735,1494,2190,893,1297,1318,494,824,68,27,105,392,609,2685,2678,5362,1427,1090,789,487,573,13,8,31076,8222,345,4,31,22,4,0,7,85,6,3,6,52,31,14,22,6,44,7,5,53,287,2198,33,158,444,20,0,75,374,25,3,14,178,72,122,285,55,198,126,49,602,1547,82.4,13.6,5050757,638733,4890170,868071,619777,381725,13942,1,42,2,21,194,1,15,113,1,90,0,1,5972,2858,70,38,0,1,2,3,3,5,5,1,61
R01361,ñkäCìπ,ç]ç∑í¨,8248,3910,4338,8241,3907,4334,818,430,388,4589,2357,2232,2839,1121,1718,1575,556,1019,7,61,139,485,559,3752,3717,7539,1984,1495,932,578,603,29,14,10953,2690,560,7,45,24,6,3,14,138,11,23,18,68,47,22,56,9,48,21,7,69,484,4152,35,299,156,42,5,164,766,161,47,139,255,169,204,962,36,277,435,35,455,3662,88.5,14.2,5769499,880208,5424508,1485607,422211,616306,0,2,69,3,52,329,2,33,192,1,334,0,1,8244,3570,125,54,1,2,6,7,21,7,17,3,111
R01362,ñkäCìπ,è„Émçëí¨,4876,2193,2683,4866,2190,2676,506,256,250,2427,1153,1274,1943,784,1159,1007,381,626,10,17,90,103,196,2173,2168,4783,1229,706,676,408,417,12,10,54771,4284,268,11,31,23,1,1,4,51,2,3,4,32,34,11,16,8,19,12,14,56,198,1616,60,436,185,3,1,21,234,12,3,8,100,91,87,172,31,42,111,74,626,916,67.9,6.7,5447300,433399,5045796,888918,574751,596500,0,0,0,3,29,186,1,17,138,1,80,0,0,5327,2715,45,25,0,0,3,2,2,3,0,2,133
R01363,ñkäCìπ,å˙ëÚïîí¨,4049,1918,2131,4033,1915,2118,440,237,203,2050,1019,1031,1556,659,897,899,352,547,16,20,66,114,149,1765,1757,3917,1044,534,533,336,282,9,7,46058,8924,247,16,26,17,1,0,9,60,2,8,5,21,19,11,18,6,18,9,16,44,187,1832,252,235,147,3,0,98,243,14,17,17,84,87,97,277,78,93,88,252,384,1196,69.4,3.8,4436422,401602,4310364,810595,425172,313841,4211,0,0,4,33,167,3,29,100,0,0,0,1,4208,1307,54,16,0,1,1,1,3,1,1,3,108
R01364,ñkäCìπ,â≥ïîí¨,3906,1791,2115,3904,1790,2114,385,190,195,1943,954,989,1578,647,931,855,344,511,2,13,59,93,107,1729,1726,3840,1041,523,559,359,344,8,10,16259,2521,197,5,29,12,1,1,2,49,2,1,2,17,24,8,14,4,17,8,6,41,150,1178,38,190,244,3,1,7,199,11,6,5,48,48,57,160,18,50,90,41,434,703,67.4,3.9,3917143,270107,3744279,657535,321698,229132,0,0,0,3,27,171,1,15,92,0,0,1,0,3990,1599,39,13,0,1,1,1,2,1,3,1,89
R01367,ñkäCìπ,âúêKí¨,2690,1372,1318,2684,1372,1312,253,137,116,1442,823,619,995,412,583,551,217,334,6,15,46,167,202,1270,1260,2517,653,504,325,216,253,12,4,14297,1965,254,2,18,18,4,0,14,59,1,8,3,55,17,9,8,4,24,8,4,36,214,1626,3,217,104,14,0,116,207,8,29,16,196,31,95,161,15,89,316,12,321,1293,84.6,12.2,3822098,288670,3750783,375149,380343,291052,0,2,36,2,24,84,2,27,61,1,42,0,0,2880,532,52,29,0,1,3,1,3,1,1,0,0
R01370,ñkäCìπ,ç°ã‡í¨,5628,2680,2948,5626,2680,2946,566,278,288,2965,1531,1434,2097,871,1226,1193,467,726,2,35,77,191,230,2280,2263,5282,1308,677,683,442,345,17,6,56825,12155,263,13,33,11,3,0,6,65,1,9,6,27,24,9,20,4,24,7,13,45,205,2087,136,242,54,7,0,99,397,8,15,81,121,51,145,427,44,121,136,136,299,1652,76.4,8.2,5312598,502451,5263469,1192846,589245,465881,0,0,0,2,30,202,1,17,136,0,0,0,0,5648,1366,61,19,1,1,3,3,6,3,8,1,110
R01371,ñkäCìπ,ÇπÇΩÇ»í¨,8473,3952,4521,8443,3949,4494,749,402,347,4135,2094,2041,3589,1456,2133,2053,779,1274,30,30,155,229,279,3862,3848,8065,2067,1409,1107,736,796,17,10,63868,13859,550,8,68,26,7,1,14,136,4,18,8,68,43,20,45,12,48,18,10,98,442,3224,64,477,165,20,1,117,545,41,36,21,233,110,181,600,103,204,267,78,667,2479,82.3,9.4,10024726,640272,9532751,1683503,892464,553402,19706,1,34,5,42,302,3,43,192,1,282,0,1,8683,3789,117,44,0,2,5,5,11,6,10,3,142
R01391,ñkäCìπ,ìáñqë∫,1499,734,765,1498,734,764,118,62,56,773,424,349,608,248,360,333,126,207,1,10,29,48,56,661,656,1386,368,235,205,125,147,1,1,43718,6960,99,2,7,4,1,0,2,19,1,0,1,15,5,3,12,8,11,7,3,11,85,515,4,37,31,2,0,14,58,4,0,7,38,8,32,126,43,42,59,14,68,433,75.4,4,2620379,110195,2537992,499301,142011,146780,0,0,0,1,10,37,1,13,32,0,0,0,0,1576,1098,17,3,0,0,1,0,1,2,0,1,20
R01392,ñkäCìπ,éıìsí¨,3137,1528,1609,3101,1527,1574,319,167,152,1658,887,771,1160,474,686,635,240,395,36,17,56,130,185,1420,1413,2773,724,602,374,223,296,12,3,9525,1472,213,0,18,15,4,0,6,53,3,2,1,18,17,6,16,7,31,8,8,33,172,1474,0,158,238,10,0,71,237,18,2,1,59,51,69,268,26,86,113,67,396,1011,83.7,17.2,4343730,237186,4263002,604260,339140,373630,9553,0,0,2,24,112,1,15,76,1,82,0,0,3205,810,42,14,0,0,3,2,5,2,2,1,26
R01393,ñkäCìπ,çïèºì‡í¨,3082,1415,1667,3078,1413,1665,348,176,172,1583,812,771,1151,427,724,737,257,480,4,21,56,154,167,1336,1327,2599,672,586,336,231,242,4,2,34565,7285,185,8,15,12,1,0,3,37,1,10,9,22,7,9,23,3,16,9,8,27,150,1361,46,121,125,6,0,10,141,7,31,30,86,18,95,461,17,80,87,46,246,1069,85.1,6.6,4229238,245432,4037532,694551,560863,371407,955,0,0,2,23,151,2,26,82,0,0,0,0,3019,382,36,11,0,1,5,1,4,1,1,1,66
R01394,ñkäCìπ,óñâzí¨,4843,2322,2521,4827,2314,2513,506,249,257,2536,1307,1229,1801,766,1035,1005,401,604,16,28,66,175,203,2086,2053,4599,1233,627,621,392,312,17,5,44978,7125,307,15,40,15,1,0,7,73,2,8,6,37,12,13,22,6,36,13,16,55,236,1897,127,351,98,4,0,44,299,14,20,31,140,60,95,324,46,123,121,127,449,1321,74.6,7.9,6428872,443746,6085512,901012,518422,477314,5,1,30,2,22,188,1,14,128,1,64,0,0,4860,1228,61,19,0,1,4,2,5,2,5,2,97
R01395,ñkäCìπ,ÉjÉZÉRí¨,4958,2512,2446,4812,2418,2394,652,356,296,2893,1518,1375,1322,583,739,693,280,413,143,38,47,293,276,2274,2270,4864,1166,905,446,253,248,23,13,19713,5154,282,7,18,8,1,2,7,51,2,10,6,90,29,11,14,3,15,6,7,28,247,1999,94,140,19,3,4,66,204,17,29,14,698,149,112,231,30,71,99,94,178,1727,85.7,13.8,4688901,690245,4492794,741063,689456,536117,10029,1,52,2,28,231,1,14,118,1,78,0,0,4901,1039,47,31,0,0,2,2,2,3,2,1,92
R01396,ñkäCìπ,ê^éÎë∫,2103,1037,1066,2091,1030,1061,239,119,120,1165,633,532,698,284,414,389,142,247,12,17,26,118,115,855,852,1989,454,291,217,126,120,13,3,11425,3609,115,7,5,3,2,0,4,25,1,1,2,20,8,5,12,2,12,6,7,8,100,717,56,18,29,6,0,34,118,6,3,25,47,31,50,150,31,46,67,56,47,614,88.1,9.3,3502150,200500,3343045,416049,637362,326996,5351,0,0,2,15,94,1,11,58,1,95,1,0,2120,447,21,17,0,0,3,1,2,1,4,2,66
R01397,ñkäCìπ,óØéıìsë∫,1907,951,956,1854,935,919,243,126,117,1202,629,573,462,196,266,269,104,165,53,23,17,124,129,915,912,1848,397,431,154,91,77,12,4,11984,4541,125,3,3,7,1,0,3,31,1,9,0,29,4,5,7,3,13,6,3,10,112,1242,29,20,55,3,0,49,178,6,19,0,630,8,47,77,26,34,61,29,75,1138,75.4,5.4,2736404,344337,2611638,544858,361674,336235,0,0,0,1,13,100,1,13,49,1,67,1,0,1896,163,28,15,0,0,2,1,2,1,0,1,68
R01398,ñkäCìπ,äÏñŒï í¨,2294,1171,1123,2282,1167,1115,207,109,98,1204,658,546,866,391,475,480,208,272,12,8,30,101,117,1123,1119,2140,514,511,289,191,160,7,1,18941,3324,145,3,7,8,1,0,8,40,2,1,1,24,9,4,15,3,13,6,3,15,127,934,14,96,123,2,0,82,161,9,1,1,99,14,32,169,20,46,65,14,219,701,83.9,8.9,3324115,261109,3224388,563746,386583,173148,0,0,0,2,19,86,1,11,48,0,0,0,0,2285,338,34,20,0,0,3,2,2,2,2,1,53
R01399,ñkäCìπ,ãûã…í¨,3187,1553,1634,3174,1550,1624,388,210,178,1645,853,792,1144,485,659,688,272,416,11,18,49,99,115,1281,1278,2965,750,388,348,212,143,13,6,23149,3738,203,13,20,12,2,0,7,36,3,13,3,28,19,8,12,3,17,6,14,32,157,1726,97,188,199,6,0,156,175,10,30,50,109,56,51,298,42,159,92,105,387,1234,69.2,6.7,6502160,2103713,6066530,617658,779654,538317,0,0,0,2,20,176,1,13,84,0,0,1,0,3154,299,30,20,0,0,2,2,7,3,2,1,60
R01400,ñkäCìπ,ã‰ímà¿í¨,15018,7538,7480,14826,7407,7419,2125,1055,1070,9097,4832,4265,3708,1580,2128,1806,697,1109,161,123,142,1030,1116,6974,6943,14608,3682,2820,1334,790,739,87,21,26134,6889,990,17,60,26,5,7,22,211,13,103,38,202,82,34,68,5,76,21,17,86,887,8262,182,536,334,109,14,415,1497,110,326,158,1022,468,329,924,308,627,903,182,870,7210,80.1,7.9,8027239,2286127,7735183,1783493,1409050,990616,11591,3,358,5,80,821,1,29,388,2,501,1,0,15673,2098,170,136,3,1,11,7,35,8,25,3,219
R01401,ñkäCìπ,ã§òaí¨,6224,3243,2981,6220,3242,2978,721,347,374,3670,2100,1570,1824,787,1037,947,378,569,4,46,82,223,284,2854,2851,6172,1430,1150,617,351,351,28,8,30491,8670,272,14,36,10,2,0,14,50,2,10,7,29,13,12,21,7,32,11,14,48,210,2157,108,387,261,13,0,196,368,5,34,55,100,44,92,171,89,97,130,108,655,1394,81.5,7.8,6186720,720472,6079243,1034955,1065898,860010,0,2,41,3,32,265,1,14,156,1,26,0,0,6240,2319,43,9,1,0,5,3,3,4,5,2,107
R01402,ñkäCìπ,ä‚ì‡í¨,13042,6174,6868,13008,6160,6848,1367,697,670,7241,3718,3523,4408,1739,2669,2266,834,1432,26,79,208,446,576,6228,6215,12688,3313,2457,1517,879,1178,56,22,7060,1357,895,2,102,50,3,2,18,211,22,80,17,158,79,22,55,8,53,12,3,152,740,5680,4,939,678,54,9,168,989,142,141,67,586,237,210,758,52,394,251,5,1617,4058,90.4,12.5,7743986,1204865,7540345,1762981,1348712,923229,0,2,165,2,54,520,2,38,332,1,349,0,0,13486,8968,177,120,1,1,10,7,21,7,26,3,149
R01403,ñkäCìπ,îëë∫,1771,888,883,1769,887,882,195,111,84,951,555,396,625,222,403,359,104,255,2,13,37,78,63,886,884,1675,387,448,182,89,176,5,1,8228,547,123,1,27,2,4,0,1,24,1,0,6,17,6,4,8,5,12,5,1,29,93,1999,2,888,17,521,0,8,85,3,0,67,77,14,33,109,45,57,73,2,905,1092,40.2,1.9,3982074,2539334,3662572,609213,652431,600981,0,0,0,1,12,89,1,14,50,0,0,1,0,1753,5,21,1,0,0,3,1,1,1,0,1,51
R01404,ñkäCìπ,ê_åbì‡ë∫,1004,462,542,1004,462,542,78,34,44,468,258,210,458,170,288,303,90,213,0,3,21,35,38,434,429,874,215,174,124,69,92,1,0,14780,974,90,0,3,2,0,0,2,24,0,1,0,15,7,4,12,2,12,5,1,5,84,386,0,16,10,0,0,5,59,0,2,0,39,15,26,126,9,21,50,8,26,352,86.2,6.7,2243862,74128,2167311,271827,236205,144566,0,0,0,1,9,34,1,10,16,0,0,0,0,932,695,21,5,0,0,1,1,2,1,0,1,21
R01405,ñkäCìπ,êœíOí¨,2115,1004,1111,2115,1004,1111,191,101,90,996,509,487,926,394,532,518,211,307,0,10,36,47,89,994,993,2108,535,361,337,187,246,9,3,23814,5075,157,1,8,5,0,0,3,39,1,0,0,44,12,6,7,5,16,9,2,13,142,797,1,47,18,0,0,19,120,2,0,0,249,35,48,50,19,82,96,12,65,720,91.4,8.9,3734153,163384,3541084,1143623,330976,253509,0,0,0,4,23,70,1,11,49,0,0,0,0,2282,1379,34,24,0,0,1,1,1,1,2,2,32
R01406,ñkäCìπ,å√ïΩí¨,3188,1518,1670,3161,1516,1645,253,132,121,1641,866,775,1294,520,774,724,286,438,27,15,70,68,119,1446,1407,2953,758,524,447,249,322,16,6,18836,2682,190,3,21,12,4,0,4,46,3,2,0,23,21,4,20,3,17,6,4,33,153,1149,12,183,286,7,0,24,147,13,3,0,70,52,38,152,29,65,67,13,469,667,75.8,7.4,3960559,209260,3798084,889458,468708,198042,0,0,0,1,14,103,1,13,48,0,0,0,0,3353,1632,42,15,0,0,1,2,2,2,2,1,37
R01407,ñkäCìπ,êmñÿí¨,3498,1625,1873,3355,1623,1732,351,180,171,1847,892,955,1300,553,747,680,258,422,143,13,66,121,129,1480,1458,3142,756,544,426,251,235,6,6,16796,4067,193,11,13,8,1,0,7,54,1,4,1,18,9,4,28,4,23,7,11,21,161,1397,102,62,90,3,0,55,364,7,15,1,76,16,52,313,66,80,95,102,152,1143,83.3,10.7,3757514,285242,3689945,1041650,276505,209068,0,0,0,2,23,155,2,24,78,0,0,0,0,3430,1899,44,12,0,0,3,2,2,2,1,2,79
R01408,ñkäCìπ,ó]ésí¨,19607,9063,10544,19492,9056,10436,1995,1046,949,10452,5135,5317,7130,2852,4278,3791,1377,2414,115,129,323,644,714,8769,8658,18698,4879,3051,2445,1470,1499,70,29,14059,4388,1001,11,76,66,6,1,17,261,12,78,18,139,95,38,104,6,60,12,11,143,847,7444,91,508,871,56,1,233,1775,198,169,132,440,381,468,1270,139,399,311,91,1381,5972,94.5,11.5,9131392,1779625,8830343,2690186,1196449,745694,0,3,251,4,59,830,3,49,450,2,325,1,1,19966,5176,208,100,4,1,17,12,33,13,33,3,203
R01409,ñkäCìπ,ê‘à‰êÏë∫,1121,566,555,1100,551,549,139,63,76,618,335,283,364,168,196,188,87,101,21,12,17,71,66,534,532,1090,268,234,131,83,77,6,1,28009,1727,74,6,5,3,3,0,3,12,0,0,2,9,3,3,6,3,10,6,6,8,60,642,56,45,36,15,0,6,63,0,0,9,168,27,29,57,13,62,56,56,81,505,87.1,4.2,2242799,263041,2046749,276827,406409,155458,0,0,0,2,16,70,1,10,29,0,0,0,0,1129,216,11,2,0,0,1,0,1,0,0,0,0
R01423,ñkäCìπ,ìÏñyí¨,7927,3739,4188,7892,3734,4158,739,385,354,4825,2349,2476,2362,1004,1358,1251,487,764,35,34,97,221,327,2973,2961,7654,2022,581,833,473,296,21,14,8136,7994,280,19,31,25,2,1,8,50,2,7,4,38,23,9,27,3,25,6,19,56,205,2710,281,236,353,8,1,160,316,9,26,15,220,107,226,393,81,163,115,281,589,1840,87,14,6319171,758098,6201740,984815,429500,1509085,0,1,163,1,26,305,1,19,163,1,59,0,0,7994,863,38,30,0,1,2,5,5,6,5,1,86
R01424,ñkäCìπ,ìﬁà‰ç]í¨,5674,2659,3015,5666,2656,3010,516,282,234,2945,1475,1470,2212,901,1311,1234,465,769,8,26,111,137,152,2466,2452,5369,1399,837,735,471,448,21,8,8819,3933,284,12,45,14,3,0,10,56,5,8,6,31,20,11,29,4,22,6,12,61,211,2950,74,493,875,83,0,88,289,18,13,20,112,98,91,371,41,141,116,74,1395,1481,93.9,12.8,4923827,757432,4858981,933212,672973,308389,0,0,0,1,19,207,1,16,144,1,86,1,1,5761,546,48,21,0,1,4,3,8,3,8,1,84
R01425,ñkäCìπ,è„çªêÏí¨,3479,1575,1904,3470,1573,1897,258,121,137,1567,793,774,1654,661,993,939,331,608,9,6,67,68,115,1744,1740,3345,885,732,525,299,488,7,2,3998,544,136,0,16,9,1,0,5,32,3,3,0,3,19,2,14,3,18,7,0,26,110,934,0,144,239,2,0,40,104,8,3,0,7,75,51,105,10,53,69,0,407,527,80.9,11.5,4004071,163517,3885373,775837,309513,225852,0,0,0,1,12,97,1,14,62,0,0,0,0,3418,244,31,3,0,0,3,1,2,1,2,1,46
R01427,ñkäCìπ,óRêmí¨,5314,2536,2778,5304,2533,2771,538,283,255,2773,1417,1356,2003,836,1167,1107,441,666,10,18,117,136,202,2149,2144,5180,1239,603,669,403,347,12,8,13374,8475,322,27,25,32,3,0,7,79,3,8,4,30,22,9,27,3,33,8,27,59,236,2186,256,142,386,9,0,83,437,20,14,11,114,135,80,240,18,137,88,256,544,1386,89.6,14.1,5084716,560380,5011219,856037,391684,394344,5,1,34,2,27,208,1,17,138,0,0,0,0,5504,1786,66,26,0,1,4,4,3,6,5,2,90
R01428,ñkäCìπ,í∑è¿í¨,11076,5293,5783,11061,5282,5779,1166,595,571,6065,3100,2965,3840,1595,2245,2107,808,1299,12,63,144,353,419,4257,4239,10565,2613,1070,1264,744,557,37,14,16852,15002,539,39,51,27,2,0,10,126,3,21,18,68,35,15,52,9,48,12,39,81,419,4519,381,285,248,14,0,166,803,49,37,287,327,136,158,857,130,268,356,381,550,3588,81.7,12.9,8054160,1202229,8007157,1422654,1068460,769144,41775,1,61,5,55,511,1,20,238,1,190,0,1,11368,2496,112,60,1,1,7,6,16,5,22,1,156
R01429,ñkäCìπ,åIéRí¨,12344,5740,6604,12283,5720,6563,1277,622,655,6473,3204,3269,4594,1914,2680,2468,954,1514,61,62,187,410,446,5186,5158,11798,2977,1638,1511,945,807,48,15,20393,9382,659,38,61,57,6,3,15,166,11,37,13,72,47,16,52,6,50,9,38,118,503,5935,490,459,873,42,5,300,1100,90,118,66,336,160,190,841,164,490,211,490,1332,4113,83,15.8,8842527,1274254,8699559,1957936,1261073,923330,38139,1,81,3,43,495,1,25,289,1,211,1,1,12502,1341,130,60,2,1,10,8,16,8,14,2,157
R01430,ñkäCìπ,åéå`í¨,4577,2841,1736,4558,2824,1734,268,144,124,2840,2028,812,1468,668,800,835,323,512,19,14,52,142,187,1466,1437,3079,739,548,398,227,221,11,5,15040,6093,185,19,17,13,2,0,3,34,2,2,2,15,12,8,22,4,20,9,19,31,135,1927,101,160,96,4,0,34,193,10,2,3,73,16,94,560,122,94,362,101,259,1567,82.1,5.2,3842477,286619,3731194,843671,417730,281220,0,0,0,1,15,105,1,11,62,1,117,0,1,3523,517,29,11,0,1,4,2,5,4,5,1,50
R01431,ñkäCìπ,âYâPí¨,1985,956,1029,1981,954,1027,197,105,92,1019,537,482,769,314,455,438,154,284,4,10,37,41,93,850,847,1926,477,268,257,162,129,7,5,10183,5263,106,5,8,5,0,0,2,24,2,0,0,9,8,7,11,5,14,6,5,13,88,739,144,74,69,0,0,15,91,5,0,0,42,19,40,107,27,48,58,144,143,452,76,11.1,3947351,224566,3791448,366054,663805,246606,5131,1,28,1,12,84,1,10,39,0,0,0,0,2049,503,22,6,0,0,3,1,1,1,2,0,0
