code,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2107,C210703,C210708,C210709,C210710,C210711,C210712,C210713,C210716,C210717,C210718,C210719,C210720,C210721,C210722,C210723,C210724,C210725,C2110,C2111,C2112,C2207,C220703,C220708,C220709,C220710,C220711,C220712,C220713,C220716,C220717,C220718,C220719,C220720,C220721,C220722,C220723,C220724,C220725,C2210,C2211,C2212,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R01229,ñkäCìπ,ïxó«ñÏés,22936,10783,12153,22742,10709,12033,2684,1348,1336,13092,6426,6666,7096,2973,4123,3784,1501,2283,140,164,297,786,1065,9929,9892,21877,5363,3583,2273,1425,1210,86,37,60071,19740,1258,37,79,45,3,2,27,309,23,90,33,219,110,57,104,13,88,19,37,124,1097,10726,489,813,515,46,6,645,2060,176,211,177,1419,466,555,1724,309,812,303,489,1328,8909,620,24,95.3,7.4,13434424,2597493,13245881,4145725,1879285,1086720,70171,4,377,9,139,1041,6,84,536,2,780,11843,6354,5489,434,286,148,7598,2596,5002,2401,1586,7584,3,1,21910,2901,256,150,3,2,11,13,42,20,50,1,129
R01230,ñkäCìπ,ìoï és,49625,23533,26092,49500,23483,26017,5312,2726,2586,26948,13364,13584,16602,7052,9550,8054,3161,4893,92,288,633,1816,1993,21681,21640,47567,13324,6777,6233,3934,3009,195,78,21221,3744,1685,8,225,88,6,8,40,394,26,107,41,233,184,59,130,12,105,17,9,314,1362,15228,68,1487,1001,58,33,707,2935,143,303,150,2361,661,813,2387,153,1131,831,73,2489,12666,31,9,97.4,12.7,21487655,5179647,20916331,8575948,2354296,2132383,20322,4,532,8,174,2139,5,92,1090,1,450,21048,11957,9091,1229,794,435,20246,7138,13108,258,5055,15380,3,2,49003,3166,298,168,7,6,19,21,54,27,50,2,142
R01231,ñkäCìπ,åbíÎés,69702,33781,35921,69450,33669,35781,9132,4571,4561,42897,21366,21531,17465,7716,9749,8362,3458,4904,190,427,663,3262,2790,28846,28752,67223,18092,8768,6752,3962,2827,290,128,29465,9736,1980,26,178,112,6,8,77,444,33,102,63,278,226,103,184,13,103,22,26,292,1662,25977,271,1587,4787,113,106,1598,3971,262,362,440,1942,1513,1382,3225,216,642,3554,271,6380,19326,203,86,91.5,5.4,28766883,8045267,27867827,9334397,3740879,3185532,0,6,1047,8,219,3847,5,136,1940,2,1814,31646,18241,13405,1589,1002,587,25067,8724,16343,1212,6550,22605,1,3,69447,817,351,213,12,5,37,38,117,51,131,9,641
R01233,ñkäCìπ,à…íBés,34995,16279,18716,34893,16255,18638,3966,2056,1910,18910,9131,9779,12107,5081,7026,6278,2484,3794,97,172,495,1112,1238,15054,14953,32814,9012,4857,4278,2656,2233,100,56,44421,13092,1495,21,123,59,5,9,18,355,32,138,40,200,148,50,155,13,106,19,22,185,1288,13378,247,1024,880,95,33,491,2523,263,360,207,1185,831,657,3153,283,652,460,257,1928,11193,402,73,88.1,7.7,21148056,3819773,20586619,6836202,2522403,3580004,157721,2,287,10,153,1582,4,76,853,2,721,16124,8632,7492,766,500,266,14031,5026,9005,1655,2895,11421,0,1,34579,5172,280,148,4,2,26,20,70,21,65,8,555
R01234,ñkäCìπ,ñkçLìáés,59064,28273,30791,58912,28205,30707,7213,3688,3525,34586,16908,17678,17103,7572,9531,7573,3098,4475,139,266,617,2229,2176,23551,23458,56696,16499,5512,6786,4103,2467,161,109,11905,7400,2026,14,205,128,4,13,147,567,15,93,69,162,145,76,217,12,141,16,14,335,1677,25922,178,1530,2837,68,87,4086,6122,173,459,263,1120,1751,1371,3862,157,1309,543,178,4373,21371,106,48,92.6,4.2,26729529,7713611,26370496,8984613,3700230,2931572,0,6,686,9,200,2960,8,172,1945,3,3014,26266,14823,11443,1193,791,402,22931,8180,14751,559,4482,20189,2,5,58863,1351,397,116,12,5,33,33,61,45,88,12,819
R01235,ñkäCìπ,êŒéÎés,57436,27548,29888,57232,27474,29758,7415,3759,3656,32732,16156,16576,17229,7588,9641,7473,2903,4570,203,316,627,2039,1949,22632,22562,55975,15543,5142,6761,3879,2498,142,107,72242,21533,2300,17,336,215,4,11,178,503,27,54,60,213,180,83,203,24,159,25,22,554,1724,27990,245,2314,4715,86,154,4794,6017,144,476,333,1052,1467,1200,2893,302,1127,604,297,7044,20649,333,102,93.2,8.6,27805583,8029330,27147114,9896032,2923273,2976633,115239,1,53,13,243,3130,8,160,1734,2,1853,26136,14772,11364,1246,849,397,20616,7128,13488,1258,5889,17653,3,4,58581,3515,294,163,9,5,28,25,62,34,78,15,1079
R01236,ñkäCìπ,ñkìlés,46390,21641,24749,46299,21614,24685,6353,3224,3129,27723,13376,14347,12297,5031,7266,5995,2156,3839,90,280,527,1565,1669,18508,18432,44897,11907,4784,4450,2430,2160,179,117,39744,9835,1835,16,245,110,3,3,76,506,18,55,46,173,185,70,156,19,133,16,16,360,1459,17754,153,1899,2801,19,4,1620,3936,131,248,264,1055,774,732,2369,241,1024,397,153,4787,12814,563,170,88,5.3,22125546,5131812,21584419,8816794,3098395,1966879,12291,4,413,11,189,2540,5,108,1357,3,809,21715,11734,9981,1172,678,494,16027,5406,10621,1699,4840,14515,1,2,46887,3431,370,131,8,0,26,17,25,18,37,9,823
R01303,ñkäCìπ,ìñï í¨,17278,8314,8964,17237,8302,8935,1547,802,745,10453,5231,5222,5210,2243,2967,2558,1005,1553,35,48,186,547,722,7327,7314,16851,4325,2340,1907,1090,814,45,18,42286,15932,659,51,62,24,2,2,13,134,8,58,18,78,61,26,54,7,50,10,51,87,521,6039,338,437,670,29,4,162,908,50,125,80,496,302,679,1002,142,211,390,338,1121,4580,477,79,91.5,12.4,9913531,2060470,9714794,2403007,1258983,662223,0,0,0,2,47,578,2,35,362,1,359,8131,4591,3540,482,314,168,6704,2372,4332,1258,1500,5220,1,0,16434,1617,106,55,0,1,13,7,23,123,69,2,150
R01304,ñkäCìπ,êVé¬í√ë∫,3329,1604,1725,3328,1604,1724,357,182,175,1872,980,892,1100,442,658,627,224,403,1,20,59,98,138,1070,1057,2888,588,248,305,183,113,8,3,7804,7589,120,24,7,5,0,0,4,18,3,0,1,11,9,3,18,2,9,6,24,12,84,1305,178,152,26,0,0,24,120,6,0,4,54,54,181,299,99,28,80,178,178,949,243,0,80.5,4.9,3334500,323676,3272466,622047,528046,273377,0,0,0,1,14,130,1,14,64,0,0,1569,848,721,22,15,7,1303,523,780,674,110,651,0,0,3189,52,13,5,0,0,3,1,2,3,0,0,0
R01331,ñkäCìπ,èºëOí¨,7337,3283,4054,7306,3280,4026,542,280,262,3421,1644,1777,3372,1357,2015,1797,676,1121,31,26,178,212,345,3571,3561,7107,1862,1364,1154,753,821,14,14,29325,2363,415,4,46,28,1,0,4,130,5,12,5,40,49,12,24,12,28,15,4,74,337,2756,46,236,714,6,0,60,502,39,18,17,155,103,113,369,77,107,194,46,950,1760,23,167,88.8,7.4,6278758,552737,6141285,1187039,448932,880228,0,0,0,3,29,191,1,20,130,1,67,3251,1704,1547,130,97,33,3407,1197,2210,362,1088,1799,1,1,7572,6024,109,26,0,1,3,4,7,4,11,2,69
R01332,ñkäCìπ,ïüìáí¨,4422,2047,2375,4392,2042,2350,331,150,181,2238,1127,1111,1853,770,1083,994,379,615,30,17,82,105,170,2039,2036,4350,1134,677,657,385,386,15,5,18728,1641,290,3,30,27,2,2,6,70,4,13,3,29,29,12,14,7,27,9,6,57,227,1834,64,281,421,21,4,28,266,13,20,5,88,65,79,165,47,144,108,79,702,1053,17,30,89.7,9.8,4373005,543953,4258264,654248,491008,342334,0,1,8,2,22,97,1,13,70,1,50,1886,1017,869,156,138,18,2049,742,1307,271,729,882,0,0,4264,3212,61,21,0,0,2,2,2,2,0,1,39
R01333,ñkäCìπ,ímì‡í¨,4653,2306,2347,4649,2305,2344,508,262,246,2553,1376,1177,1592,668,924,824,310,514,4,13,75,143,187,2003,1998,4542,1081,664,555,330,266,14,5,19675,3113,213,4,30,19,2,1,2,35,2,6,5,30,20,14,9,6,16,7,8,50,155,1702,46,306,393,100,5,28,178,18,13,20,104,43,90,89,41,98,75,83,717,902,150,45,88.3,12.8,5000853,731679,4891590,829302,403142,925018,54250,1,21,3,29,179,1,14,106,1,176,2441,1395,1046,98,79,19,1606,570,1036,636,698,1088,2,0,4390,1369,28,18,0,0,5,2,2,2,1,2,81
R01334,ñkäCìπ,ñÿå√ì‡í¨,4547,2150,2397,4527,2149,2378,307,147,160,2236,1192,1044,2004,811,1193,1117,425,692,20,10,89,104,135,2140,2135,4394,1100,829,659,386,449,10,7,22187,2221,283,5,36,14,2,1,8,68,4,10,7,34,33,5,19,5,26,6,5,50,228,1808,26,260,109,8,2,197,369,24,17,11,127,68,54,342,23,58,113,26,369,1413,43,49,94.5,7.4,4077898,532155,4027612,769772,720653,290472,0,0,0,1,13,118,1,11,72,0,0,2057,1201,856,116,87,29,2067,715,1352,211,589,1257,1,0,4321,2456,59,25,1,1,4,1,9,2,4,2,74
R01337,ñkäCìπ,éµî—í¨,28120,12820,15300,28087,12809,15278,3384,1711,1673,15672,7373,8299,9058,3733,5325,4637,1681,2956,32,162,375,1027,1075,11141,11090,26774,7194,2787,3094,1761,1543,99,52,21675,8211,937,11,126,62,6,4,34,185,12,22,21,113,84,42,106,10,86,13,11,188,738,8345,91,796,1021,88,20,620,1199,36,122,72,967,408,472,1694,112,369,258,91,1817,6437,334,44,94.6,9.8,13492322,2974893,13089049,3705039,2256492,2115891,11538,2,280,8,118,1373,4,77,720,1,342,12436,6653,5783,764,481,283,11154,3777,7377,1256,2443,8354,3,0,28573,8659,141,73,3,2,19,10,38,11,28,6,349
R01343,ñkäCìπ,é≠ïîí¨,4226,2053,2173,4161,2052,2109,423,214,209,2285,1145,1140,1518,694,824,634,287,347,65,14,54,108,140,1660,1653,3982,926,488,498,339,224,14,8,11063,2133,166,2,23,19,2,0,4,44,1,0,0,19,21,6,7,3,10,5,2,42,122,1279,14,145,321,12,0,34,190,6,0,0,99,91,58,156,29,38,86,14,466,799,1,19,96.2,4.5,3172883,441384,3103494,526864,218343,330007,0,1,68,1,18,176,1,14,86,0,0,2015,1112,903,93,59,34,1695,668,1027,790,463,761,1,0,4011,3089,36,12,0,0,2,1,3,1,4,0,0
R01345,ñkäCìπ,êXí¨,15946,7324,8622,15757,7316,8441,1795,928,867,8625,4157,4468,5526,2239,3287,2788,1029,1759,189,64,238,322,494,6628,6612,15462,3619,2112,1813,979,1067,44,27,36879,9003,936,21,95,111,4,1,32,215,14,31,21,108,93,31,63,14,66,12,23,208,705,6887,166,627,1731,12,1,348,1095,151,48,69,484,319,274,826,114,342,264,173,2367,4347,172,66,95.2,14.2,16213524,1770646,16128790,3246471,1076862,969651,0,2,91,8,80,667,2,40,422,1,185,7841,4217,3624,390,261,129,5905,1912,3993,1825,2266,3711,2,1,15956,8548,172,80,0,2,9,6,18,5,17,2,142
R01346,ñkäCìπ,î™â_í¨,17252,8401,8851,17162,8382,8780,1967,1011,956,9895,5105,4790,5369,2273,3096,2789,1059,1730,87,106,257,662,852,7523,7495,16423,4005,2770,1794,1036,1113,74,26,95608,17811,985,29,110,62,6,2,22,228,12,44,29,138,90,30,55,16,84,25,32,172,781,7475,396,748,820,66,2,267,1139,117,114,149,557,239,369,1335,170,418,540,425,1568,5482,197,106,86.2,9.1,14661710,2009448,14153398,2682686,1592029,882020,7281,1,65,8,76,706,4,62,397,1,294,8571,4899,3672,327,230,97,6264,2181,4083,1773,1625,5132,1,1,17041,4237,191,96,1,3,6,7,29,10,27,5,252
R01347,ñkäCìπ,í∑ñúïîí¨,5926,2869,3057,5858,2854,3004,507,241,266,3229,1735,1494,2190,893,1297,1318,494,824,68,28,82,395,406,2685,2678,5362,1427,1090,789,487,573,32,6,31076,8222,345,4,31,22,4,0,7,85,6,3,6,52,31,14,22,6,44,7,5,53,287,2198,33,158,444,20,0,75,374,25,3,14,178,72,122,285,55,198,126,49,602,1547,47,8,89.3,12.7,5374615,661746,5243272,901215,634033,355896,0,1,41,2,21,200,1,15,92,1,68,2605,1452,1153,96,66,30,2714,1108,1606,515,571,1516,0,1,5572,2535,69,31,0,1,2,3,4,4,6,1,62
R01361,ñkäCìπ,ç]ç∑í¨,8248,3910,4338,8241,3907,4334,818,430,388,4589,2357,2232,2839,1121,1718,1575,556,1019,7,31,113,435,520,3752,3717,7539,1984,1495,932,578,603,16,6,10948,2685,560,7,45,24,6,3,14,138,11,23,18,68,47,22,56,9,48,21,7,69,484,4152,35,299,156,42,5,164,766,161,47,139,255,169,204,962,36,277,435,35,455,3662,108,29,94.9,15.5,5678670,855866,5582413,1498622,825602,473287,0,2,60,3,54,303,2,35,160,1,316,3852,2241,1611,194,123,71,3375,1110,2265,403,585,2833,0,1,7929,3417,116,57,1,2,5,4,19,4,16,3,107
R01362,ñkäCìπ,è„Émçëí¨,4876,2193,2683,4866,2190,2676,506,256,250,2427,1153,1274,1943,784,1159,1007,381,626,10,17,102,103,158,2173,2168,4783,1229,706,676,408,417,10,1,54771,4284,268,11,31,23,1,1,4,51,2,3,4,32,34,11,16,8,19,12,14,56,198,1616,60,436,185,3,1,21,234,12,3,8,100,91,87,172,31,42,111,74,626,916,107,90,70.9,5,7400725,417941,7124278,904655,725720,1507986,1858,0,0,3,33,188,1,16,115,1,103,2154,1145,1009,93,59,34,2122,733,1389,369,608,1170,0,0,4996,2546,40,22,0,0,3,2,2,3,0,0,0
R01363,ñkäCìπ,å˙ëÚïîí¨,4049,1918,2131,4033,1915,2118,440,237,203,2050,1019,1031,1556,659,897,899,352,547,16,18,71,104,167,1765,1757,3917,1044,534,533,336,282,13,8,46058,8924,247,16,26,17,1,0,9,60,2,8,5,21,19,11,18,6,18,9,16,44,187,1832,252,235,147,3,0,98,243,14,17,17,84,87,97,277,78,93,88,252,384,1196,246,46,74.6,4.7,5195094,423774,5108044,855019,433454,943819,1296,0,0,3,36,166,1,14,86,0,0,2055,1110,945,79,59,20,1465,505,960,677,300,1048,0,1,3996,1111,49,14,0,1,1,1,3,1,3,3,109
R01364,ñkäCìπ,â≥ïîí¨,3906,1791,2115,3904,1790,2114,385,190,195,1943,954,989,1578,647,931,855,344,511,2,13,69,100,154,1729,1726,3840,1041,523,559,359,344,12,7,16259,2521,197,5,29,12,1,1,2,49,2,1,2,17,24,8,14,4,17,8,6,41,150,1178,38,190,244,3,1,7,199,11,6,5,48,48,57,160,18,50,90,41,434,703,74,78,69.2,3.4,4134643,279776,4005077,610670,355119,446901,0,0,0,3,29,153,1,19,93,0,0,1761,992,769,97,69,28,1661,540,1121,275,489,993,1,0,3846,1515,38,11,0,1,1,0,2,0,2,1,82
R01367,ñkäCìπ,âúêKí¨,2690,1372,1318,2684,1372,1312,253,137,116,1442,823,619,995,412,583,551,217,334,6,10,45,149,201,1270,1260,2517,653,504,325,216,253,8,8,14297,1965,254,2,18,18,4,0,14,59,1,8,3,55,17,9,8,4,24,8,4,36,214,1626,3,217,104,14,0,116,207,8,29,16,196,31,95,161,15,89,316,12,321,1293,17,12,87.1,11.3,4074849,280689,4027973,388792,447998,410047,8475,2,47,2,20,73,1,17,46,1,44,1347,904,443,46,36,10,1043,294,749,151,171,1020,0,0,2745,477,48,25,0,1,3,1,4,2,1,0,0
R01370,ñkäCìπ,ç°ã‡í¨,5628,2680,2948,5626,2680,2946,566,278,288,2965,1531,1434,2097,871,1226,1193,467,726,2,20,94,162,208,2280,2263,5282,1308,677,683,442,345,14,6,56825,12155,263,13,33,11,3,0,6,65,1,9,6,27,24,9,20,4,24,7,13,45,205,2087,136,242,54,7,0,99,397,8,15,81,121,51,145,427,44,121,136,136,299,1652,271,15,79.5,6.3,6372523,512550,6334840,1233975,627290,1070217,62241,0,0,2,24,219,1,16,114,0,0,2825,1568,1257,78,48,30,2149,783,1366,820,386,1592,0,0,5489,1213,59,22,0,1,3,3,5,3,8,1,110
R01371,ñkäCìπ,ÇπÇΩÇ»í¨,8473,3952,4521,8443,3949,4494,749,402,347,4135,2094,2041,3589,1456,2133,2053,779,1274,30,30,163,198,294,3862,3848,8065,2067,1409,1107,736,796,24,12,63868,13859,550,8,68,26,7,1,14,136,4,18,8,68,43,20,45,12,48,18,10,98,442,3224,64,477,165,20,1,117,545,41,36,21,233,110,181,600,103,204,267,78,667,2479,325,111,84.7,7.8,10713248,663821,10419970,3220330,812667,816088,54984,0,0,4,42,278,3,40,178,1,242,3977,2254,1723,112,80,32,3634,1215,2419,1073,627,2276,0,1,8244,3503,113,41,0,2,5,5,12,5,8,3,133
R01391,ñkäCìπ,ìáñqë∫,1499,734,765,1498,734,764,118,62,56,773,424,349,608,248,360,333,126,207,1,8,33,31,45,661,656,1386,368,235,205,125,147,5,2,43718,6960,99,2,7,4,1,0,2,19,1,0,1,15,5,3,12,8,11,7,3,11,85,515,4,37,31,2,0,14,58,4,0,7,38,8,32,126,43,42,59,14,68,433,29,13,83.2,4.6,2682669,108202,2611778,688234,169538,172527,11234,0,0,1,9,37,1,12,26,0,0,697,426,271,20,15,5,658,227,431,176,98,422,0,0,1522,943,15,2,0,0,1,0,1,1,0,1,27
R01392,ñkäCìπ,éıìsí¨,3137,1528,1609,3101,1527,1574,319,167,152,1658,887,771,1160,474,686,635,240,395,36,10,52,130,141,1420,1413,2773,724,602,374,223,296,8,5,9525,1472,213,0,18,15,4,0,6,53,3,2,1,18,17,6,16,7,31,8,8,33,172,1474,0,158,238,10,0,71,237,18,2,1,59,51,69,268,26,86,113,67,396,1011,15,39,84.1,13.6,5738718,237497,5696926,611499,355278,516005,13176,0,0,2,24,114,1,15,72,1,80,1393,776,617,43,33,10,1377,549,828,137,307,942,0,0,3062,702,42,14,0,0,3,2,5,2,2,1,73
R01393,ñkäCìπ,çïèºì‡í¨,3082,1415,1667,3078,1413,1665,348,176,172,1583,812,771,1151,427,724,737,257,480,4,14,48,132,165,1336,1327,2599,672,586,336,231,242,12,4,34565,7285,185,8,15,12,1,0,3,37,1,10,9,22,7,9,23,3,16,9,8,27,150,1361,46,121,125,6,0,10,141,7,31,30,86,18,95,461,17,80,87,46,246,1069,48,17,82.3,7.9,4784715,255240,4559919,715314,560373,398747,5675,0,0,2,25,133,2,21,91,0,0,1331,743,588,37,21,16,1358,473,885,192,157,980,0,0,2912,364,34,11,0,0,5,1,4,1,2,1,53
R01394,ñkäCìπ,óñâzí¨,4843,2322,2521,4827,2314,2513,506,249,257,2536,1307,1229,1801,766,1035,1005,401,604,16,27,86,198,196,2086,2053,4599,1233,627,621,392,312,10,6,44978,7125,307,15,40,15,1,0,7,73,2,8,6,37,12,13,22,6,36,13,16,55,236,1897,127,351,98,4,0,44,299,14,20,31,140,60,95,324,46,123,121,127,449,1321,258,35,81.6,9.8,7344368,474106,6910084,946213,940598,635929,25908,1,29,2,23,173,1,14,113,1,43,2388,1351,1037,92,69,23,1836,644,1192,684,322,1355,0,0,4685,206,64,20,0,1,4,2,4,2,5,2,99
R01395,ñkäCìπ,ÉjÉZÉRí¨,4958,2512,2446,4812,2418,2394,652,356,296,2893,1518,1375,1322,583,739,693,280,413,143,30,54,358,314,2274,2270,4864,1166,905,446,253,248,31,7,19713,5154,282,7,18,8,1,2,7,51,2,10,6,90,29,11,14,3,15,6,7,28,247,1999,94,140,19,3,4,66,204,17,29,14,698,149,112,231,30,71,99,94,178,1727,144,5,85.6,12.2,4541959,887847,4387656,622480,540030,684866,14317,1,42,2,33,276,1,17,97,1,83,2523,1450,1073,135,90,45,1503,530,973,480,226,1786,0,0,4945,906,50,38,0,0,2,2,2,3,2,1,106
R01396,ñkäCìπ,ê^éÎë∫,2103,1037,1066,2091,1030,1061,239,119,120,1165,633,532,698,284,414,389,142,247,12,17,39,127,95,855,852,1989,454,291,217,126,120,7,3,11425,3609,115,7,5,3,2,0,4,25,1,1,2,20,8,5,12,2,12,6,7,8,100,717,56,18,29,6,0,34,118,6,3,25,47,31,50,150,31,46,67,56,47,614,141,9,92.4,10.3,3094955,243979,3036252,460235,398075,309451,0,0,0,2,15,97,1,10,52,1,98,1144,644,500,19,14,5,699,259,440,488,61,574,1,0,2095,418,17,16,0,0,3,1,2,1,4,2,69
R01397,ñkäCìπ,óØéıìsë∫,1907,951,956,1854,935,919,243,126,117,1202,629,573,462,196,266,269,104,165,53,17,24,100,138,915,912,1848,397,431,154,91,77,9,4,11984,4541,125,3,3,7,1,0,3,31,1,9,0,29,4,5,7,3,13,6,3,10,112,1242,29,20,55,3,0,49,178,6,19,0,630,8,47,77,26,34,61,29,75,1138,104,6,82.3,7,2551008,399620,2540412,383507,268654,379109,0,0,0,1,12,100,1,11,48,1,57,1213,670,543,17,11,6,430,143,287,362,85,760,1,0,1935,117,26,13,0,0,2,1,2,1,0,1,63
R01398,ñkäCìπ,äÏñŒï í¨,2294,1171,1123,2282,1167,1115,207,109,98,1204,658,546,866,391,475,480,208,272,12,14,40,105,126,1123,1119,2140,514,511,289,191,160,9,4,18941,3324,145,3,7,8,1,0,8,40,2,1,1,24,9,4,15,3,13,6,3,15,127,934,14,96,123,2,0,82,161,9,1,1,99,14,32,169,20,46,65,14,219,701,95,8,89.5,9,2881937,289267,2815555,527665,414396,185233,0,0,0,2,19,88,1,10,48,0,0,1202,686,516,35,23,12,821,335,486,275,135,781,0,0,2252,222,32,19,0,0,2,2,2,2,1,1,45
R01399,ñkäCìπ,ãûã…í¨,3187,1553,1634,3174,1550,1624,388,210,178,1645,853,792,1144,485,659,688,272,416,11,14,47,95,113,1281,1278,2965,750,388,348,212,143,8,5,23149,3738,203,13,20,12,2,0,7,36,3,13,3,28,19,8,12,3,17,6,14,32,157,1726,97,188,199,6,0,156,175,10,30,50,109,56,51,298,42,159,92,105,387,1234,90,8,73.4,6.9,4105367,2115172,3801152,713615,624598,392508,0,0,0,1,17,162,1,11,76,0,0,1546,872,674,63,45,18,1151,403,748,337,297,907,1,0,3035,208,29,21,0,0,2,2,6,3,2,1,62
R01400,ñkäCìπ,ã‰ímà¿í¨,15018,7538,7480,14826,7407,7419,2125,1055,1070,9097,4832,4265,3708,1580,2128,1806,697,1109,161,126,154,1073,1257,6974,6943,14608,3682,2820,1334,790,739,86,22,26134,6889,990,17,60,26,5,7,22,211,13,103,38,202,82,34,68,5,76,21,17,86,887,8262,182,536,334,109,14,415,1497,110,326,158,1022,468,329,924,308,627,903,182,870,7210,185,24,82.3,7.3,9281092,2678840,9058223,3016126,1390232,1144665,0,2,212,5,81,812,1,26,350,2,510,7820,4628,3192,245,164,81,4275,1371,2904,709,925,5957,1,0,15343,1548,163,132,2,1,11,7,41,8,29,4,300
R01401,ñkäCìπ,ã§òaí¨,6224,3243,2981,6220,3242,2978,721,347,374,3670,2100,1570,1824,787,1037,947,378,569,4,41,61,250,329,2854,2851,6172,1430,1150,617,351,351,26,8,30492,8671,272,14,36,10,2,0,14,50,2,10,7,29,13,12,21,7,32,11,14,48,210,2157,108,387,261,13,0,196,368,5,34,55,100,44,92,171,89,97,130,108,655,1394,349,64,83.3,7.8,6044843,832131,5987206,1317735,971402,627183,37493,2,47,3,37,260,1,13,142,1,6,3496,2229,1267,75,48,27,1904,598,1306,918,767,1802,0,0,6048,2105,44,9,0,0,5,3,3,5,5,2,130
R01402,ñkäCìπ,ä‚ì‡í¨,13042,6174,6868,13008,6160,6848,1367,697,670,7241,3718,3523,4408,1739,2669,2266,834,1432,26,69,210,381,552,6228,6215,12688,3313,2457,1517,879,1178,44,28,7060,1357,895,2,102,50,3,2,18,211,22,80,17,158,79,22,55,8,53,12,3,152,740,5680,4,939,678,54,9,168,989,142,141,67,586,237,210,758,52,394,251,5,1617,4058,29,13,92,14.2,7861817,1208057,7828023,1818050,1336236,500150,0,2,142,2,45,541,2,32,260,1,351,6281,3538,2743,308,217,91,4910,1614,3296,217,2040,3946,0,0,13007,7781,160,115,1,1,10,7,19,7,25,3,136
R01403,ñkäCìπ,îëë∫,1771,888,883,1769,887,882,195,111,84,951,555,396,625,222,403,359,104,255,2,9,29,73,77,886,884,1675,387,448,182,89,176,7,2,8227,546,123,1,27,2,4,0,1,24,1,0,6,17,6,4,8,5,12,5,1,29,93,1999,2,888,17,521,0,8,85,3,0,67,77,14,33,109,45,57,73,2,905,1092,1,0,42.8,0.8,4136672,2396638,4047474,605955,734067,777059,0,0,0,1,13,78,1,14,40,0,0,887,565,322,24,15,9,664,197,467,76,137,671,1,0,1684,5,20,1,0,0,3,1,2,1,0,1,34
R01404,ñkäCìπ,ê_åbì‡ë∫,1004,462,542,1004,462,542,78,34,44,468,258,210,458,170,288,303,90,213,0,2,24,24,36,434,429,874,215,174,124,69,92,1,0,14779,973,90,0,3,2,0,0,2,24,0,1,0,15,7,4,12,2,12,5,1,5,84,386,0,16,10,0,0,5,59,0,2,0,39,15,26,126,9,21,50,8,26,352,0,0,90.6,4.5,2078095,78811,1945267,274407,148828,113716,0,0,0,1,12,38,1,10,16,0,0,472,290,182,13,10,3,441,128,313,87,54,331,0,0,894,604,19,5,0,0,1,1,2,1,0,1,22
R01405,ñkäCìπ,êœíOí¨,2115,1004,1111,2115,1004,1111,191,101,90,996,509,487,926,394,532,518,211,307,0,15,49,44,85,994,993,2108,535,361,337,187,246,5,4,23813,5074,157,1,8,5,0,0,3,39,1,0,0,44,12,6,7,5,16,9,2,13,142,797,1,47,18,0,0,19,120,2,0,0,249,35,48,50,19,82,96,12,65,720,32,22,91.5,10.2,2957409,172666,2857675,498693,334243,192294,0,0,0,4,23,67,1,10,34,0,0,1043,603,440,45,38,7,824,255,569,303,141,566,0,0,2056,1137,33,22,0,0,2,1,1,2,2,2,26
R01406,ñkäCìπ,å√ïΩí¨,3188,1518,1670,3161,1516,1645,253,132,121,1641,866,775,1294,520,774,724,286,438,27,10,75,51,78,1446,1407,2953,758,524,447,249,322,10,4,18836,2682,190,3,21,12,4,0,4,46,3,2,0,23,21,4,20,3,17,6,4,33,153,1149,12,183,286,7,0,24,147,13,3,0,70,52,38,152,29,65,67,13,469,667,14,15,90.9,9.1,4217457,210053,4165689,1008290,704545,290032,0,0,0,1,13,103,1,11,44,0,0,1574,866,708,56,44,12,1301,475,826,224,467,882,0,0,3189,1465,38,14,0,0,1,2,1,2,2,1,36
R01407,ñkäCìπ,êmñÿí¨,3498,1625,1873,3355,1623,1732,351,180,171,1847,892,955,1300,553,747,680,258,422,143,19,68,129,135,1480,1458,3142,756,544,426,251,235,11,2,16796,4067,193,11,13,8,1,0,7,54,1,4,1,18,9,4,28,4,23,7,11,21,161,1397,102,62,90,3,0,55,364,7,15,1,76,16,52,313,66,80,95,102,152,1143,313,5,88.2,9.4,4769298,312388,4748563,804067,384452,251958,0,0,0,2,25,153,2,24,87,0,0,1873,913,960,29,23,6,1224,500,724,949,128,779,0,0,3337,1917,24,10,0,0,3,2,2,2,1,3,77
