SSDSE-A-2021,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2108,C210832,C210833,C210835,C210836,C210837,C210838,C210839,C210840,C210841,C210844,C210845,C210846,C210847,C210848,C210849,C210850,C210851,C210852,C2208,C220832,C220833,C220835,C220836,C220837,C220838,C220839,C220840,C220841,C220844,C220845,C220846,C220847,C220848,C220849,C220850,C220851,C220852,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3901,E3904,E3905,E3906,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R12225,êÁótåß,åNí√és,86033,43622,42411,84787,43106,41681,9845,5156,4689,51359,27356,24003,24339,10795,13544,11366,4435,6931,656,474,939,2433,2967,34447,34409,84128,19740,10325,8459,4255,3306,326,131,31881,11220,3287,40,1,14,395,157,1,5,78,688,48,239,110,619,348,104,204,25,211,37439,446,4,220,4654,7793,116,21,2671,6045,540,744,1289,3560,2109,734,3519,448,2526,1484,862,90.1,4.4,33624446,17387097,31737409,10163125,2348127,5102196,58942,4,764,17,293,3605,11,216,2091,0,0,0,0,4,1953,42921,25747,17174,1606,1106,500,29508,10331,19177,1606,12192,27680,11,1,85067,2007,535,553,13,4,48,37,88,41,143,11,997
R12226,êÁótåß,ïxí√és,45601,22975,22626,45185,22791,22394,4271,2221,2050,25510,13678,11832,15684,6981,8703,7627,3079,4548,307,164,691,1171,1468,17634,17590,44579,9463,4969,5106,2472,2153,137,64,20553,8071,1937,15,6,5,278,159,1,4,44,478,13,47,53,241,214,45,156,24,154,17197,115,67,54,1843,2603,128,7,729,3237,116,194,1492,1495,1177,242,2194,300,1204,874,587,89.8,9.2,17629589,8798465,16549149,6003338,1364647,1492553,28230,3,564,11,161,1672,5,94,886,0,0,0,0,2,874,22526,13378,9148,989,741,248,16885,6106,10779,1712,6205,14011,4,0,44940,5666,389,191,6,3,26,22,36,29,57,10,550
R12227,êÁótåß,âYà¿és,164024,81057,82967,159602,78852,80750,23336,11952,11384,113576,56279,57297,25836,12040,13796,9672,4138,5534,2869,1195,957,9489,9206,74229,74203,163014,40373,30516,11050,5602,4044,927,276,1730,1730,4208,3,0,0,251,219,3,61,195,1116,51,319,169,574,394,167,388,8,290,86286,15,0,0,2237,2895,49,893,6316,14365,763,2340,1268,13120,25391,2466,7629,78,6461,0,0,86.4,7.4,95327929,41602866,93505755,25558055,26175736,14592064,5131959,19,2208,17,451,8943,11,268,4282,0,0,0,0,4,3631,79358,44617,34741,2488,1524,964,41003,13237,27766,117,10283,63259,7,8,170254,215,760,490,20,5,104,92,643,129,367,25,2761
R12228,êÁótåß,éläXìπés,89245,44077,45168,87673,43346,44327,11888,6198,5690,51765,26017,25748,24975,11543,13432,10032,4503,5529,997,687,812,3759,3047,35014,34876,87688,24292,8002,10483,5752,3246,382,162,3452,2868,2307,8,0,0,277,131,0,10,66,591,22,141,72,233,241,125,241,11,138,22166,62,0,0,1725,1278,0,56,1929,5171,336,502,570,2062,1188,1077,4285,242,1683,276,205,96.4,3.4,27205732,11344761,26172468,11191167,2151041,3048255,0,8,1384,12,292,5187,5,151,2359,0,0,0,0,4,3273,39698,22949,16749,1603,1062,541,32019,11672,20347,479,7759,29685,3,1,91560,2059,416,201,8,5,51,45,128,59,161,12,994
R12229,êÁótåß,ë≥ÉPâYés,60952,30660,30292,60176,30329,29847,8253,4234,4019,37334,19266,18068,15143,7016,8127,6206,2530,3676,502,469,634,2757,2063,22652,22545,59076,14520,5354,5513,2745,1769,288,101,9493,7496,1912,15,0,1,303,147,6,6,115,348,23,94,77,227,166,41,198,9,136,25023,206,0,12,2521,6246,380,20,2243,3066,245,280,2000,1647,1110,211,3497,201,1138,853,385,94.5,0.7,24019479,13642623,23385856,8432146,2042004,3432432,24611,3,576,8,204,3401,5,124,1613,0,0,0,0,1,848,29534,17273,12261,1147,765,382,19908,7206,12702,1304,8095,19150,6,3,63601,622,288,178,7,1,42,24,67,39,110,9,1029
R12230,êÁótåß,î™äXés,70734,35598,35136,69061,34938,34123,7778,3972,3806,44540,22960,21580,18124,8509,9615,7094,2864,4230,1349,318,843,1719,2338,27074,27020,69655,17226,6540,7009,3272,2568,258,160,7494,6309,2370,20,0,0,383,267,0,3,105,556,16,123,60,205,220,57,174,8,171,19426,195,0,0,1871,3218,0,6,1834,5333,228,504,181,1258,914,326,2334,186,1021,1127,259,95.5,6.3,22107490,7409003,21433167,8942000,2400769,2058215,0,6,381,9,210,2896,4,125,1646,0,0,0,0,2,1357,36110,20774,15336,1808,1254,554,21784,7871,13913,2811,8979,22989,1,1,70527,3533,392,178,14,3,26,33,50,38,80,9,933
R12231,êÁótåß,àÛêºés,92670,45744,46926,91287,45145,46142,13825,7058,6767,59599,29665,29934,18943,8826,10117,7788,3043,4745,1118,812,765,5376,3478,32590,32551,90696,23417,5756,7287,3658,2008,314,142,12379,10062,2246,31,0,1,269,104,3,22,67,638,26,82,79,247,209,92,196,14,166,29749,495,0,5,1572,1643,44,1365,2477,7358,876,365,690,2934,1900,1175,4228,367,2255,1397,400,84,1.8,36307557,19720972,34006271,12924493,2256632,6798561,19422,8,1589,18,389,6604,9,203,2670,0,0,0,0,1,565,45662,26225,19437,1591,1063,528,28507,9741,18766,1799,7324,34308,5,6,100641,592,537,206,24,2,49,37,267,46,205,16,1645
R12232,êÁótåß,îíà‰és,61674,30654,31020,60991,30318,30673,9634,4920,4714,37404,18751,18653,14381,6814,7567,5395,2388,3007,567,369,511,1821,2121,22725,22703,61064,16560,4364,6065,3165,1702,189,115,3548,3091,1602,6,0,0,214,274,0,9,70,342,11,56,35,139,133,62,128,4,119,18514,64,0,0,1308,4550,0,144,1482,3665,178,324,126,1399,1048,457,2075,169,1525,469,148,93.8,1.5,21615525,9118441,20788927,7229530,1300946,4379799,8987,6,1094,9,231,4038,5,137,2094,0,0,0,0,1,688,28882,16781,12101,1270,879,391,19812,6863,12949,1083,5684,21377,3,1,63723,652,236,115,12,3,29,29,66,33,103,8,943
R12233,êÁótåß,ïxó¢és,49636,25182,24454,47765,24360,23405,5888,2988,2900,31213,16142,15071,12161,5839,6322,4425,1851,2574,1329,293,489,1946,2150,20057,20041,48869,11831,5944,4733,2233,1589,256,105,5388,4691,1562,20,0,0,204,78,1,5,66,376,18,108,42,198,172,40,124,5,105,15873,217,0,0,1246,1671,4,24,1650,4119,216,328,182,1540,990,131,1959,262,1334,787,140,95.2,6.9,15452368,6534148,14462577,5847623,1206892,1397938,5222,5,426,7,148,2272,3,90,1107,0,0,0,0,1,717,24939,14387,10552,1325,889,436,14439,5189,9250,2131,4771,16832,1,1,50209,1034,256,166,8,3,23,24,49,27,82,5,650
R12234,êÁótåß,ìÏñ[ëçés,39033,18549,20484,38760,18489,20271,3608,1846,1762,18585,9406,9179,16826,7285,9541,8860,3337,5523,271,91,736,821,920,15061,15008,37580,7874,3961,5080,2733,2599,85,35,23012,10660,2094,30,7,0,277,145,0,5,27,528,17,76,42,353,199,43,163,28,154,11314,359,110,0,1209,1347,0,22,160,2235,91,225,85,1926,511,118,2101,219,596,1905,1353,91.1,7.8,25636142,4022611,24876499,5959750,580660,5614364,105361,6,373,6,113,1423,6,96,788,0,0,0,0,1,464,19136,10321,8815,646,455,191,15519,5855,9664,3882,2883,12192,2,1,38507,5737,432,176,0,3,23,17,33,20,47,8,381
R12235,êÁótåß,ëxç∫és,37261,18178,19083,36855,18019,18836,4114,2081,2033,21180,10970,10210,11873,5065,6808,6262,2300,3962,295,168,561,594,813,12712,12673,36140,6680,2813,3277,1387,1346,113,39,10152,8675,1620,36,2,1,276,133,0,2,31,439,24,49,37,155,176,33,110,21,95,12205,376,66,6,1434,2404,0,42,560,2681,286,106,147,857,498,155,1774,322,491,1463,334,91.7,5.7,14845638,3965667,14054092,5066496,799795,1563616,3960,2,59,10,159,1594,3,77,840,0,0,0,0,2,1174,18260,10211,8049,787,567,220,13121,4780,8341,2782,4446,10740,1,2,36760,4162,347,134,3,2,27,16,44,27,60,10,863
R12236,êÁótåß,çÅéÊés,77499,38103,39396,76713,37843,38870,7992,4155,3837,43739,22646,21093,25544,11187,14357,13090,5072,8018,579,305,1226,1303,1832,27294,27245,75918,14673,6197,7448,3366,2981,215,91,26235,20964,3503,65,0,4,516,246,2,12,82,995,46,138,104,398,337,73,221,25,239,25904,931,0,20,2724,3557,113,298,1315,6128,586,325,460,2420,1482,311,3644,510,1080,3339,690,87.7,8.1,37011203,8986928,34569199,10431267,3894952,6193780,56622,4,111,17,282,3030,7,153,1701,0,0,0,0,4,2142,38217,21637,16580,1593,1136,457,27602,10087,17515,4211,9040,23454,2,2,77082,7836,779,356,10,6,47,40,92,56,110,20,1684
R12237,êÁótåß,éRïêés,52222,25889,26333,51605,25639,25966,5214,2734,2480,30788,15874,14914,16121,7210,8911,7565,2957,4608,536,191,761,1138,1494,19454,19435,51530,11419,4584,5447,2522,2275,149,91,14677,10672,1772,25,1,4,250,212,2,7,63,416,16,62,41,203,170,20,124,22,134,15332,241,5,56,1253,3345,4,19,1118,3310,119,194,141,1099,936,72,2069,317,1034,1801,608,91.9,9.1,21955624,5763451,20364373,6329389,1475154,2809579,15290,3,103,12,185,1975,5,107,1110,0,0,0,0,2,1313,25865,14698,11167,1501,1066,435,18072,6502,11570,3127,6308,15582,3,3,52057,4888,329,171,4,1,26,22,61,32,108,8,746
R12238,êÁótåß,Ç¢Ç∑Ç›és,38594,18719,19875,38129,18551,19578,3691,1930,1761,20186,10286,9900,14679,6486,8193,7570,2960,4610,455,149,652,878,957,14849,14810,37471,8203,3860,4641,2545,2205,107,61,15750,9091,1634,23,2,0,217,140,1,5,22,442,22,66,37,182,190,32,116,18,119,11127,346,44,0,950,1576,98,29,219,2813,243,198,139,794,762,158,1880,399,479,1092,521,91.6,8,18198191,3817685,17257848,5321623,719529,2983524,43349,0,0,9,145,1450,3,70,758,0,0,0,0,1,446,17071,9518,7553,962,692,270,16343,6307,10036,1426,4128,11092,4,0,38347,3986,379,153,6,2,23,15,39,23,58,10,778
R12239,êÁótåß,ëÂñ‘îíó¢és,49184,24250,24934,48574,24003,24571,5637,2873,2764,29451,14789,14662,13912,6473,7439,6081,2544,3537,475,252,588,1565,1647,18849,18819,48520,12176,4282,5202,2675,1950,194,88,5808,4899,1291,9,0,1,152,86,0,12,15,281,18,116,35,153,154,52,135,8,64,8691,102,0,27,826,618,0,44,214,2203,177,308,154,765,458,265,2026,192,312,841,281,98.7,7.6,16186991,5061659,15534565,5975753,2113041,1445006,2018,6,679,7,149,2273,3,89,1135,0,0,0,0,1,617,22602,13023,9579,1269,836,433,17312,6244,11068,1160,4687,15611,2,1,49686,3428,234,128,5,2,33,21,60,29,72,7,589
R12322,êÁótåß,éÅXà‰í¨,20955,10327,10628,20503,10150,10353,2476,1269,1207,12363,6217,6146,5970,2785,3185,2221,992,1229,273,101,205,904,971,8970,8962,20782,5305,2915,2522,1324,775,71,25,1901,1433,709,4,0,0,52,29,0,3,16,258,10,45,21,88,70,20,50,3,40,6189,44,0,0,278,1013,0,135,378,2078,117,123,46,728,252,177,524,25,271,193,97,92.2,2.9,6934187,3032272,6232495,2030827,530514,854289,0,1,64,2,58,887,1,37,545,0,0,0,0,1,1136,9480,5291,4189,521,349,172,7181,2717,4464,257,1543,7232,1,1,20918,320,229,80,4,0,8,11,6,9,21,3,262
R12329,êÁótåß,âhí¨,21228,10338,10890,20997,10251,10746,1927,948,979,12834,6329,6505,6400,3006,3394,2547,1029,1518,171,71,239,592,727,8185,8177,21067,5433,1681,2615,1363,746,57,36,3251,2900,473,4,0,1,64,27,1,0,15,123,8,10,15,48,52,18,48,4,35,4596,41,0,9,338,675,11,0,430,1308,43,14,54,229,144,196,553,27,524,396,40,94.4,8.1,7586031,2302144,7352036,2128156,531559,773591,2665,2,240,4,68,709,1,27,350,0,0,0,0,0,0,10424,5884,4540,614,448,166,7771,2766,5005,428,1876,7868,0,0,20817,420,89,41,1,1,7,8,11,11,19,1,89
R12342,êÁótåß,ê_çËí¨,6133,3086,3047,6091,3073,3018,600,333,267,3579,1886,1693,1954,867,1087,1003,403,600,42,30,117,147,179,2207,2206,6063,1261,497,606,264,247,18,6,1990,1583,216,4,0,1,22,33,0,0,4,55,5,6,1,19,17,10,20,2,17,1918,54,0,22,83,832,0,0,37,329,24,12,1,124,47,27,257,14,55,182,23,91.2,4.3,2790269,745942,2636863,726223,128635,279652,0,0,0,2,24,215,1,16,131,0,0,0,0,0,0,3237,1842,1395,136,95,41,2084,779,1305,183,660,1828,0,0,6150,356,42,14,2,0,3,2,4,2,7,2,124
R12347,êÁótåß,ëΩå√í¨,14724,7337,7387,14441,7206,7235,1384,701,683,8372,4457,3915,4936,2152,2784,2675,1015,1660,261,56,217,302,362,5053,5034,14406,2454,1182,1360,615,497,44,21,7280,5434,820,21,0,2,128,60,0,1,53,214,7,30,19,70,73,14,50,7,71,7032,242,0,6,534,1636,0,2,1109,1343,54,48,42,276,450,40,614,109,527,1003,225,90.6,3.5,7595060,2196814,7123365,1483652,482796,1875127,1296,0,0,4,57,563,1,25,278,0,0,0,0,1,293,7924,4503,3421,353,252,101,4939,1789,3150,1535,1545,4779,1,1,14783,1818,162,65,2,1,8,8,20,9,31,1,286
R12349,êÁótåß,ìåèØí¨,14152,6984,7168,14023,6906,7117,1456,735,721,7857,4100,3757,4831,2142,2689,2383,950,1433,129,63,230,202,308,4562,4552,13758,2317,833,1268,589,469,40,17,4625,4164,538,20,0,0,94,71,0,0,12,128,6,8,6,43,59,10,40,5,36,3551,228,0,0,468,899,0,0,120,660,51,31,34,198,160,18,500,36,148,614,130,89.9,6.8,5931962,1466529,5456942,1441542,415255,996150,17825,1,62,5,75,573,1,26,328,0,0,0,0,0,0,7084,4020,3064,303,215,88,5241,1968,3273,1122,2214,3719,4,1,14023,1382,108,35,1,1,5,5,8,6,7,3,272
R12403,êÁótåß,ã„è\ã„ó¢í¨,16510,8039,8471,16216,7935,8281,1487,783,704,9190,4727,4463,5783,2493,3290,2784,1002,1782,275,50,257,320,470,6411,6399,16237,3547,1714,1956,890,880,50,24,2446,2346,688,6,2,0,118,111,0,2,11,140,6,11,10,98,83,11,34,6,39,4687,43,80,0,512,1375,0,8,133,832,40,73,26,637,163,74,501,69,121,304,104,86,6.9,7199634,1518674,6914054,1832700,251640,468388,0,1,31,3,49,556,1,24,310,0,0,0,0,1,204,7819,4343,3476,469,346,123,6243,2279,3964,574,2374,4694,1,0,16064,2389,114,73,1,1,6,5,17,10,22,2,122
R12409,êÁótåß,é≈éRí¨,7431,3650,3781,7311,3606,3705,776,394,382,4221,2215,2006,2431,1039,1392,1329,478,851,119,25,85,156,199,2453,2447,7117,1336,490,650,267,229,22,12,4324,3075,471,13,0,1,45,52,0,1,108,97,3,16,7,25,31,6,16,4,46,8693,116,0,5,412,1497,0,6,2677,1076,15,74,83,106,501,65,469,36,1555,488,93,89.5,5.3,5261518,2472406,4999023,1130440,572891,406170,83,1,121,1,25,318,1,18,163,0,0,0,0,0,0,4018,2264,1754,144,105,39,2364,813,1551,982,743,2198,2,0,7367,504,69,20,1,1,3,4,12,10,17,3,152
R12410,êÁótåß,â°é≈åıí¨,23762,11586,12176,23490,11483,12007,2556,1361,1195,13062,6612,6450,8000,3528,4472,4081,1572,2509,213,101,374,489,544,8433,8423,23299,4601,1920,2346,1112,1074,69,39,6701,5724,947,29,0,2,162,91,0,1,27,225,16,34,20,95,98,23,50,12,62,7109,288,0,7,857,1452,0,1,355,1382,132,67,84,482,394,126,715,83,684,954,208,90.8,6.1,10671903,2547369,10297673,2980131,474895,1157527,2877,2,149,7,113,1016,2,54,576,0,0,0,0,1,279,11825,6509,5316,468,319,149,8359,3083,5276,1552,2872,6905,0,2,23944,2722,176,78,2,1,11,11,15,16,21,8,588
R12421,êÁótåß,àÍã{í¨,11767,5716,6051,11682,5687,5995,1519,797,722,6527,3279,3248,3703,1626,2077,1786,690,1096,67,61,185,525,433,4485,4468,11455,2602,1147,1225,653,548,48,17,2299,1691,509,3,0,0,46,26,0,0,5,130,4,18,17,96,61,13,53,2,35,3031,35,0,0,305,259,0,0,60,696,35,70,46,478,229,45,631,34,108,311,105,90.8,6,4824694,1430087,4572649,1478495,243601,384993,0,0,0,2,47,669,1,25,305,0,0,0,0,1,479,5615,3086,2529,263,183,80,4192,1544,2648,549,1053,3929,1,0,12541,1057,114,81,1,0,13,7,8,9,15,4,374
R12422,êÁótåß,ñrëÚí¨,7222,3439,3783,7186,3430,3756,703,345,358,3826,1905,1921,2693,1189,1504,1364,521,843,36,32,124,179,193,2434,2426,6996,1421,400,817,418,252,9,10,3559,2232,208,4,0,0,43,20,0,0,4,46,2,0,5,20,22,4,15,3,20,1694,33,0,0,141,311,0,0,28,256,3,0,21,90,291,33,295,31,161,283,163,88.5,4.6,4140913,726615,3905592,867346,152093,516328,2192,0,0,1,22,303,1,18,134,0,0,0,0,0,0,3229,1833,1396,178,129,49,3112,1132,1980,286,869,2067,1,0,7081,277,38,18,1,0,3,2,0,1,6,1,139
R12423,êÁótåß,í∑ê∂ë∫,14359,7057,7302,14279,7037,7242,1579,808,771,8360,4264,4096,4419,1985,2434,2042,810,1232,80,53,186,420,556,5178,5165,13865,3244,1068,1519,763,568,49,22,2825,2655,434,9,0,0,65,32,0,1,12,90,2,12,11,57,49,13,28,3,50,4351,91,0,0,418,1212,0,2,218,716,2,27,31,476,221,123,386,26,402,377,183,90.3,8.9,6133577,1657048,5767434,1536627,608114,550940,195,0,0,3,50,618,1,26,320,0,0,0,0,0,0,6508,3734,2774,464,316,148,5745,2165,3580,432,1726,4317,1,0,14436,775,73,42,2,0,8,5,3,6,13,3,323
R12424,êÁótåß,îíéqí¨,11149,5513,5636,11077,5485,5592,1034,550,484,6033,3092,2941,4077,1867,2210,1942,814,1128,72,32,170,251,322,4164,4160,11039,2286,1008,1342,628,608,26,15,2750,2576,433,9,1,1,71,48,0,2,12,90,3,6,5,78,43,6,23,4,31,3166,132,3,13,442,633,0,3,138,500,15,11,14,654,94,20,296,37,161,437,134,85.3,2.6,4935431,1312585,4780522,1269102,442426,332571,0,0,0,3,41,429,1,22,235,0,0,0,0,0,0,5335,3034,2301,340,253,87,4366,1638,2728,691,1379,3217,1,0,11416,855,71,44,0,0,5,4,6,5,10,3,287
R12426,êÁótåß,í∑ïøí¨,7337,3588,3749,7274,3572,3702,617,326,291,3974,2049,1925,2746,1213,1533,1430,518,912,63,19,106,162,289,2591,2584,6973,1493,546,820,384,332,18,10,4711,2458,258,4,0,0,39,52,1,0,5,43,0,8,4,35,22,8,14,3,20,3629,45,0,0,221,1371,14,0,287,194,0,28,19,385,179,36,739,27,84,328,258,92.5,4.7,3818381,1316896,3640921,866016,327026,437752,0,0,0,2,26,241,1,15,112,0,0,0,0,0,0,3485,2038,1447,196,135,61,2953,1050,1903,375,909,2157,1,0,7093,667,41,25,0,2,3,1,21,1,16,1,96
R12427,êÁótåß,í∑ìÏí¨,8206,4004,4202,8178,3999,4179,645,333,312,4472,2291,2181,3088,1379,1709,1710,664,1046,28,22,153,136,195,2789,2780,8044,1465,528,872,383,359,19,7,6551,3488,318,4,0,0,51,45,0,0,11,63,3,2,2,34,37,5,21,6,34,3621,34,0,0,231,1513,0,0,230,352,10,14,6,108,480,29,217,77,320,541,303,86.8,6.8,4634639,1103814,4464364,926136,346427,351716,11418,1,82,1,22,233,1,19,153,0,0,0,0,0,0,3836,2224,1612,202,160,42,3500,1274,2226,382,1031,2393,1,0,8070,281,52,30,0,0,6,4,3,4,6,1,140
R12441,êÁótåß,ëÂëΩäÏí¨,9843,4708,5135,9796,4693,5103,862,431,431,5087,2563,2524,3872,1700,2172,2206,819,1387,47,18,183,225,256,3447,3434,9114,1825,820,1077,512,482,18,12,12987,4115,523,6,0,0,74,53,1,1,13,149,4,13,7,81,46,9,24,6,36,4145,52,0,0,288,954,11,2,210,832,27,37,76,448,431,92,553,51,81,483,268,90.3,5.2,5431574,1173178,5142902,1222610,468894,545310,18329,0,0,2,35,330,1,19,165,0,0,0,0,1,442,4366,2496,1870,218,149,69,4289,1575,2714,376,1034,2887,1,1,9225,989,126,66,0,2,4,3,22,5,14,2,207
R12443,êÁótåß,å‰èhí¨,7315,3439,3876,7286,3431,3855,516,264,252,3318,1619,1699,3478,1555,1923,1729,707,1022,29,21,136,229,210,3054,3051,7107,1738,844,1169,753,581,25,6,2485,1133,396,5,0,0,39,25,1,3,5,86,4,15,5,96,44,8,17,5,38,1970,29,0,0,150,156,5,6,30,427,20,52,68,500,150,24,207,31,115,89,68,93.3,5.4,4028371,949566,3839256,926469,157325,260026,7372,0,0,2,29,224,1,14,108,0,0,0,0,0,0,3020,1630,1390,145,110,35,3623,1429,2194,182,525,2174,1,0,7542,843,74,52,1,0,4,4,5,5,4,1,124
R12463,êÁótåß,ãòìÏí¨,8022,3837,4185,7982,3829,4153,646,357,289,3880,1948,1932,3492,1529,1963,1809,701,1108,37,20,148,165,275,3327,3322,7873,1766,985,1172,629,657,15,8,4519,1950,382,2,0,5,47,22,0,1,10,107,6,4,5,76,44,5,21,5,22,2154,6,0,24,221,137,0,2,87,554,48,21,10,473,132,9,281,81,68,276,198,92.2,13.7,4392931,754871,4232583,1110008,163559,660832,28484,1,49,1,23,251,1,16,126,0,0,0,0,0,0,3962,2162,1800,132,103,29,3252,1197,2055,627,599,2653,1,0,7917,1289,93,60,1,1,5,4,9,6,12,1,50
R13101,ìåãûìs,êÁë„ìcãÊ,58406,29343,29063,54556,27237,27319,6698,3372,3326,39564,20567,18997,10286,4296,5990,4992,1822,3170,2091,625,381,7436,5613,33262,33201,58048,12571,19408,3573,1777,3166,684,134,1166,1166,31065,12,0,13,833,1096,44,2666,513,7810,1423,2249,4636,3873,907,522,1086,59,3323,942339,37,0,469,27569,45914,2802,121057,20573,188544,128325,39185,96811,59475,12351,22783,22133,3462,150849,0,0,73.7,0.3,58758104,19816187,56999295,18070744,8159430,12343286,0,12,1243,11,292,4851,14,341,5971,0,0,0,0,18,10616,24692,14006,10686,457,267,190,9658,2744,6914,9,1972,18210,0,6,63216,0,3312,3507,93,15,479,334,1759,1654,4650,10,764
R13102,ìåãûìs,íÜâõãÊ,141183,67536,73647,136426,65111,71315,16798,8496,8302,101311,49478,51833,22694,9339,13355,10697,3818,6879,4691,2056,925,15862,11855,79272,79256,140501,33235,43377,8006,3930,7090,1790,377,1021,1021,35745,11,5,3,1013,1437,29,2300,822,10781,1208,2544,4092,5414,1375,428,1343,60,2880,755348,178,38,16,35831,30507,2506,78103,22045,218947,55733,33822,44637,56646,18918,7989,20682,1190,127560,0,2,68.7,0,91225232,29511731,87873281,30356947,14371688,15452210,0,16,1766,16,402,7118,5,126,1887,0,0,0,0,2,1159,66868,35750,31118,1648,811,837,23579,6493,17086,26,7033,49174,0,4,161456,0,3436,5003,105,4,576,450,1414,587,4544,44,3510
R13103,ìåãûìs,ç`ãÊ,243283,114717,128566,226132,105591,120541,30012,15146,14866,170255,82089,88166,42694,17265,25429,20368,7231,13137,17118,2744,1554,20046,18453,130562,130487,241605,56229,66932,14904,7211,12869,2178,559,2037,2037,37116,20,0,39,972,1079,58,3078,1037,7904,977,2979,4805,5858,2009,689,1814,63,3735,989196,154,0,1125,47506,38516,5259,190159,34388,227080,37997,40165,82045,81433,25297,27960,35146,2008,112958,1,0,72.3,-2.5,147313117,78379327,138157032,58610257,10477860,18954680,0,30,3146,20,578,10636,22,537,9322,0,0,0,0,18,12793,89508,48611,40897,2518,1262,1256,42467,11778,30689,62,7768,61152,0,9,257036,0,3532,5351,97,13,763,587,3068,824,3774,47,4248
R13104,ìåãûìs,êVèhãÊ,333560,167258,166302,300013,150113,149900,27060,13873,13187,232488,120802,111686,65274,27606,37668,31797,11653,20144,30506,2348,2695,29125,25949,204989,204547,329309,64484,132644,22085,10408,21821,2786,572,1822,1822,32274,13,0,4,1163,1234,22,2137,299,6339,727,3467,3448,6046,2090,913,1800,64,2508,651285,58,0,30,32185,21622,2308,82352,9445,104269,34288,38392,40864,76766,22779,25028,36533,931,123435,0,1,80.8,-3.8,146455342,49409385,141875163,78491325,10327860,13075812,31199,30,1906,30,649,10226,16,377,6190,0,0,0,0,11,8153,134848,73911,60937,4790,2841,1949,67536,22465,45071,91,11686,92337,0,12,348275,0,4244,5532,107,13,622,419,4842,745,2982,51,5023
R13105,ìåãûìs,ï∂ãûãÊ,219724,105990,113734,203429,97720,105709,23478,11806,11672,146424,72339,74085,41946,17472,24474,20630,7552,13078,6634,1991,1677,18051,14609,120858,120753,216265,47391,69076,14957,7062,12574,1781,308,1129,1129,13018,5,0,0,503,1054,4,766,144,3122,172,1479,1122,1566,649,468,873,36,1055,206165,32,0,0,7214,14093,46,23834,2731,38558,7108,4764,11374,17212,5758,27978,20312,624,24527,0,1,81.6,-4.5,103855995,33665666,97806004,43048075,9169807,22579700,0,27,3010,24,632,11796,27,506,8061,0,0,0,0,26,15797,95226,51163,44063,2671,1568,1103,50769,17158,33611,63,10756,72217,0,10,220462,0,1662,1360,23,9,272,246,4765,983,1985,52,3668
R13106,ìåãûìs,ë‰ìåãÊ,198073,101982,96091,184053,95001,89052,17601,8991,8610,131798,70437,61361,46590,21462,25128,22306,8896,13410,13795,1555,1914,15893,12753,112117,109302,193825,42383,61540,15021,6660,14539,1921,397,1011,1011,22770,2,0,1,953,2507,10,623,259,7982,286,1911,1142,3519,1064,232,950,48,1281,227175,2,0,5,11498,19653,295,13567,6497,76764,6352,8339,11053,29227,7529,5075,11800,665,18854,0,0,84.5,-1.9,102273177,22514786,98377842,53488804,5965926,13287566,0,19,1848,19,430,6896,9,199,2886,0,0,0,0,8,5351,85952,48157,37795,3362,2145,1217,38703,13756,24947,53,12806,57558,0,5,198846,0,3434,3028,36,7,237,239,476,315,607,29,2313
R13107,ìåãûìs,ñnìcãÊ,256274,127925,128349,247294,124269,123025,26607,13631,12976,169311,87301,82010,58196,25511,32685,27701,10679,17022,8624,2354,2474,19456,16653,130862,130678,254013,59382,62886,21126,9375,15257,2560,498,1377,1377,15492,0,0,0,931,3129,4,176,267,4197,181,1106,559,1990,923,292,994,38,705,153761,0,0,0,8771,23458,38,5587,6605,40022,6749,6063,5286,17366,6274,2733,13455,835,10519,0,1,82.1,-0.8,121569101,24635767,117466523,64311007,9490566,15484246,0,16,1606,25,627,10026,13,338,5485,0,0,0,0,7,5940,122324,67979,54345,4714,2929,1785,60079,20158,39921,92,23548,84509,0,4,271274,4,2215,1793,36,14,225,194,755,241,698,55,4860
